-0.7561,0.2651
-2.0725,-0.6594
-2.0095,0.2945
-1.6444,-0.847
-0.2356,-0.2091
0.4199,0.7308
-0.8446,-0.5554
-1.3524,0.7102
-0.4427,-0.601
1.9914,0.3994
1.5848,-0.6428
0.2057,0.666
2.8623,1.1125
1.1254,-0.1221
0.1833,-0.0403
0.1665,-1.993
-1.0202,-0.1629
1.0268,-0.4138
-0.0509,-1.0861
0.0659,0.6556
-0.5829,1.9809
-1.1491,-0.0861
1.6909,0.8203
0.6281,-0.9562
-0.0377,-0.9436
0.8458,-0.1671
-1.2068,0.6571
0.4918,-0.956
2.5052,-0.618
-0.8122,0.278
1.2518,0.3685
-0.0026,0.4662
1.8201,0.1949
-0.337,1.1698
-0.4482,-1.607
-0.1995,2.3913
-1.4251,-0.985
0.5375,0.6657
-0.9843,-1.4332
-2.414,-0.0158
0.815,0.0458
0.0374,0.7694
1.4547,0.4875
-0.6575,0.3469
-0.3946,-0.287
0.0052,0.4587
1.2969,0.7232
-0.1183,-1.0284
0.7281,0.9398
0.886,-0.5566
-1.375,-2.0796
-0.4117,0.0844
0.225,0.0729
0.1104,0.8745
-0.6573,-1.5516
-0.2173,-0.4228
-1.1582,-0.4393
1.054,-0.7669
-0.582,1.4089
-1.3309,0.8809
-0.6912,0.2513
0.3674,0.8582
-0.2964,-0.4058
1.2496,1.3283
2.2114,-0.2147
-0.7972,-1.4821
-1.3877,-0.0925
-0.1995,1.4051
0.6446,0.137
0.3802,0.8056
1.644,1.4509
0.4439,0.7188
0.5847,0.9352
0.4784,0.2225
-0.5357,2.24
-0.0757,-0.5035
0.5579,-1.2465
-0.262,-0.7713
-1.5075,-0.341
-2.2099,0.1228
-0.7928,-0.8351
0.7604,0.9092
-0.9471,0.4772
-0.1443,-1.1814
-1.5524,0.3472
0.996,0.245
0.8992,0.4461
0.3207,-1.6906
-0.6226,0.9203
0.6379,-1.9093
0.4638,0.961
-1.4881,1.0949
-1.0951,-2.1363
-0.8389,2.6144
0.1461,1.298
-0.0609,1.3449
1.4909,-1.4936
0.768,0.2987
-0.3505,-1.4395
-1.057,-0.5619
0.9949,-0.6379
0.0551,-0.2265
-1.5336,-0.233
-1.7591,-1.3326
-0.1672,1.5161
0.4631,0.5029
-0.0349,-0.8363
0.5559,0.3074
-0.1067,0.6977
0.6882,0.9963
-2.6154,-0.0751
-1.6492,0.3305
-0.2072,-0.7059
1.1249,0.1962
0.8567,0.2968
0.0389,0.6389
-0.7256,-0.0849
-1.7256,-1.4066
1.0862,-0.0756
0.3147,1.9222
-0.3124,-0.1597
-0.2771,1.0651
-1.3001,2.1302
-0.8394,0.4065
0.078,-0.379
-1.2552,0.0215
-0.6755,0.67
0.1955,0.2439
-0.5215,1.6431
0.555,0.3894
-0.9708,-0.3855
0.5043,0.4699
-1.0606,0.1494
-0.6867,1.0877
1.1652,0.2368
-0.6034,0.2875
-1.0276,-0.7319
-0.4444,0.6828
-0.5744,0.6228
-0.4383,-0.8951
0.5747,-1.703
0.2527,0.7944
1.8922,0.5583
0.69,-0.5323
0.029,-0.1996
1.7305,-0.2025
1.1563,0.7414
0.2153,0.0315
-0.0742,1.3629
0.0733,-0.9965
-0.8899,-2.3054
0.3507,1.2755
-0.4889,0.1154
-0.684,0.135
-0.6847,0.4422
1.7348,-0.8687
-0.2568,-1.2429
-0.7421,1.4908
-0.2668,1.9811
-0.206,1.531
-1.3251,-0.0337
0.6578,0.7083
2.0897,0.4794
-0.5832,2.0855
-0.4383,1.314
-2.1014,-0.8699
2.6112,0.2038
-0.9133,-1.6379
0.147,1.7064
-0.3395,0.7782
0.0261,0.1103
-1.368,-0.357
0.3071,-0.4725
0.0004,0.0976
0.1492,-0.3342
1.3121,0.9684
0.1322,1.6178
0.2154,-1.1403
-0.9769,-1.4145
-0.6379,-0.3384
-0.4819,0.4453
-0.6107,-0.3673
1.391,1.8109
-1.0742,-0.2729
